Date;Speed;Density;Bt;Bz
20200101130352;326.4;4.87;4.02;1.59
20200101130353;;;4.06;1.61
20200101130354;;;4.06;1.59
20200101130355;;;4.12;1.56
20200101130356;;;4.12;1.53
20200101130357;327.0;4.61;4.12;1.51
20200101130358;;;4.08;1.56
20200101130359;;;4.12;1.59
20200101130400;;;4.16;1.7
20200101130401;319.5;4.66;4.16;1.77
20200101130402;;;4.11;1.73
20200101130403;;;4.05;1.78
20200101130404;;;4.09;1.82
20200101130405;328.1;4.71;4.12;1.74
20200101130406;;;4.11;1.74
20200101130407;;;4.15;1.76
20200101130408;;;4.13;1.77
20200101130409;;;4.07;1.83
20200101130410;324.2;5.1;4.07;1.83
20200101130411;;;4.15;1.85
20200101130412;;;4.23;1.93
20200101130413;;;4.22;1.97
20200101130414;327.9;4.53;4.24;2.07
20200101130415;;;4.18;2.06
20200101130416;;;4.23;2.02
20200101130417;;;4.27;1.98
20200101130418;327.4;5.21;4.28;1.97
20200101130419;;;4.27;2.0
20200101130420;;;4.21;2.01
20200101130421;;;4.21;2.0
20200101130422;;;4.19;1.98
20200101130423;330.5;5.52;4.22;2.01
20200101130424;;;4.24;1.96
20200101130425;;;4.24;1.91
20200101130426;;;4.25;1.83
20200101130427;321.9;5.27;4.24;1.84
20200101130428;;;4.24;1.86
20200101130429;;;4.25;1.89
20200101130430;;;4.24;1.97
20200101130431;;;4.23;1.99
20200101130432;323.0;4.88;4.22;1.99
20200101130433;;;4.19;2.01
20200101130434;;;4.24;2.14
20200101130435;;;4.26;2.18
20200101130436;330.4;5.19;4.22;2.19
20200101130437;;;4.21;2.14
20200101130438;;;4.17;2.09
20200101130439;;;4.19;2.06
20200101130440;330.2;5.5;4.23;2.08
20200101130441;;;4.19;2.15
20200101130442;;;4.24;2.19
20200101130443;;;4.24;2.18
20200101130444;;;4.25;2.21
20200101130445;323.4;4.97;4.26;2.2
20200101130446;;;4.13;2.13
20200101130447;;;4.04;2.09
20200101130448;;;4.15;2.1
20200101130449;330.8;5.05;4.2;2.08
20200101130450;;;4.17;2.04
20200101130451;;;4.2;2.11
20200101130452;;;4.25;2.18
20200101130453;;;4.28;2.25
20200101130454;331.1;5.26;4.31;2.26
20200101130455;;;4.3;2.26
20200101130456;;;4.22;2.18
20200101130457;;;4.2;2.1
20200101130458;330.0;5.23;4.18;2.09
20200101130459;;;4.18;2.13
20200101130500;;;4.21;2.15
20200101130501;;;4.23;2.09
20200101130502;323.4;4.92;4.23;2.02
20200101130503;;;4.26;2.09
20200101130504;;;4.2;2.08
20200101130505;;;3.93;2.04
20200101130506;;;3.87;2.16
20200101130507;330.7;5.79;3.97;2.14
20200101130508;;;3.95;2.1
20200101130509;;;3.96;2.1
20200101130510;;;4.03;2.19
20200101130511;328.7;5.62;4.05;2.17
20200101130512;;;4.04;2.02
20200101130513;;;4.07;1.98
20200101130514;;;4.09;1.99
20200101130515;323.2;4.95;4.07;1.99
20200101130516;;;4.04;1.95
20200101130517;;;4.08;1.91
20200101130518;;;4.19;1.99
20200101130519;;;4.19;2.06
20200101130520;332.5;5.48;4.16;2.11
20200101130521;;;4.2;2.16
20200101130522;;;4.21;2.11
20200101130523;;;4.21;2.08
20200101130524;328.7;5.29;4.22;2.12
20200101130525;;;4.15;2.16
20200101130526;;;4.15;2.18
20200101130527;;;4.17;2.21
20200101130528;;;4.17;2.2
20200101130529;322.5;5.28;4.19;2.1
20200101130530;;;4.2;2.08
20200101130531;;;4.16;2.02
20200101130532;;;4.15;2.05
20200101130533;330.9;5.2;4.14;2.05
20200101130534;;;4.09;1.98
20200101130535;;;4.15;2.01
20200101130536;;;4.12;2.08
20200101130537;324.1;5.24;4.11;2.21
20200101130538;;;4.17;2.25
20200101130539;;;4.19;2.18
20200101130540;;;4.19;2.15
20200101130541;;;4.11;2.19
20200101130542;329.0;5.83;4.05;2.21
20200101130543;;;4.13;2.26
20200101130544;;;4.14;2.26
20200101130545;;;4.08;2.16
20200101130546;331.1;5.38;4.13;2.23
20200101130547;;;4.11;2.24
20200101130548;;;4.13;2.27
20200101130549;;;4.19;2.28
20200101130550;;;4.17;2.19
20200101130551;330.9;5.01;4.12;2.16
20200101130552;;;4.17;2.12
20200101130553;;;4.16;1.97
20200101130554;;;4.21;1.97
20200101130555;330.3;5.27;4.17;1.92
20200101130556;;;4.18;1.91
20200101130557;;;4.21;1.88
20200101130558;;;4.07;1.93
20200101130559;332.0;5.41;4.14;2.07
20200101130600;;;4.24;2.15
20200101130601;;;4.29;2.18
20200101130602;;;4.3;2.13
20200101130603;;;4.33;2.01
20200101130604;329.5;5.22;4.28;1.91
20200101130605;;;4.23;1.86
20200101130606;;;4.27;1.95
20200101130607;;;4.28;2.0
20200101130608;323.7;5.22;4.22;1.97
20200101130609;;;4.21;1.91
20200101130610;;;4.26;1.92
20200101130611;;;4.26;1.97
20200101130612;;;4.29;2.01
20200101130613;328.2;5.06;4.21;2.01
20200101130614;;;4.24;2.07
20200101130615;;;4.27;2.1
20200101130616;;;4.26;2.07
20200101130617;322.7;5.31;4.23;2.02
20200101130618;;;4.23;2.01
20200101130619;;;4.22;1.95
20200101130620;;;4.19;1.89
20200101130621;328.4;5.48;4.19;1.9
20200101130622;;;4.23;1.96
20200101130623;;;4.23;1.95
20200101130624;;;4.17;1.92
20200101130625;;;4.16;1.93
20200101130626;322.2;4.78;4.13;1.89
20200101130627;;;4.06;1.96
20200101130628;;;3.98;1.89
20200101130629;;;3.95;1.79
20200101130630;330.3;5.09;3.95;1.83
20200101130631;;;3.93;1.88
20200101130632;;;3.98;1.96
20200101130633;;;3.96;1.93
20200101130634;;;3.94;1.93
20200101130635;330.2;5.84;3.97;1.96
20200101130636;;;4.01;2.02
20200101130637;;;4.0;1.97
20200101130638;;;3.93;1.87
20200101130639;328.9;5.59;3.92;1.78
20200101130640;;;3.98;1.77
20200101130641;;;3.9;1.6
20200101130642;;;3.83;1.74
20200101130643;329.9;5.71;3.91;1.87
20200101130644;;;3.89;1.87
20200101130645;;;3.93;1.9
20200101130646;;;3.87;1.86
20200101130647;;;3.86;1.89
20200101130648;329.5;5.82;3.9;1.82
20200101130649;;;4.01;1.73
20200101130650;;;4.13;1.71
20200101130651;;;4.11;1.84
20200101130652;331.7;5.26;4.06;1.79
20200101130653;;;4.07;1.68
20200101130654;;;4.03;1.57
20200101130655;;;4.0;1.58
20200101130656;;;4.0;1.67
20200101130657;332.2;5.21;4.2;1.43
20200101130658;;;4.26;1.06
20200101130659;;;4.14;0.36
20200101130700;;;4.1;0.26
20200101130701;333.5;5.39;4.11;0.32
20200101130702;;;4.01;0.51
20200101130703;;;3.99;0.58
20200101130704;;;4.07;0.53
20200101130705;329.0;6.27;4.06;0.38
20200101130706;;;4.05;0.93
20200101130707;;;4.14;1.03
20200101130708;;;4.13;0.91
20200101130709;;;4.13;0.46
20200101130710;330.2;5.25;4.02;0.25
20200101130711;;;4.08;0.3
20200101130712;;;4.05;0.13
20200101130713;;;4.05;0.18
20200101130714;330.4;5.12;4.01;0.13
20200101130715;;;3.99;0.34
20200101130716;;;4.04;0.86
20200101130717;;;4.13;0.9
20200101130718;330.9;5.39;4.12;0.67
20200101130719;;;4.05;0.58
20200101130720;;;4.03;0.45
20200101130721;;;3.99;0.45
20200101130722;;;4.01;0.46
20200101130723;331.4;5.5;4.02;0.22
20200101130724;;;3.99;0.27
20200101130725;;;4.01;0.31
20200101130726;;;4.04;0.13
20200101130727;331.6;5.79;4.04;-0.16
20200101130728;;;3.93;-0.2
20200101130729;;;4.01;-0.04
20200101130730;;;4.05;-0.13
20200101130731;;;3.95;-0.23
20200101130732;332.1;5.57;3.91;0.08
20200101130733;;;3.89;0.42
20200101130734;;;3.96;0.48
20200101130735;;;4.0;0.66
20200101130736;331.0;5.51;4.03;0.67
20200101130737;;;3.91;0.46
20200101130738;;;3.85;0.51
20200101130739;;;3.82;0.6
20200101130740;330.4;5.57;3.9;0.8
20200101130741;;;3.95;0.66
20200101130742;;;3.91;0.63
20200101130743;;;3.91;0.63
20200101130744;;;3.89;0.66
20200101130745;331.2;5.66;3.91;0.87
20200101130746;;;3.95;0.92
20200101130747;;;3.87;0.89
20200101130748;;;3.86;0.85
20200101130749;331.2;5.31;3.99;0.81
20200101130750;;;3.91;0.58
20200101130751;;;3.81;0.63
20200101130752;;;3.83;0.79
20200101130753;;;3.86;1.08
20200101130754;329.7;5.76;3.89;1.2
20200101130755;;;3.88;1.16
20200101130756;;;3.9;1.32
20200101130757;;;3.94;1.43
20200101130758;331.7;5.53;3.95;1.52
20200101130759;;;3.92;1.51
20200101130800;;;3.9;1.45
20200101130801;;;3.9;1.41
20200101130802;330.2;5.54;3.81;1.24
20200101130803;;;3.76;1.05
20200101130804;;;3.72;0.97
20200101130805;;;3.75;1.46
20200101130806;;;3.71;1.7
20200101130807;329.4;5.92;3.8;1.54
20200101130808;;;3.76;1.86
20200101130809;;;3.77;2.35
20200101130810;;;3.87;2.17
20200101130811;331.6;5.12;3.98;1.8
20200101130812;;;4.05;1.58
20200101130813;;;3.95;1.55
20200101130814;;;3.97;1.33
20200101130815;;;3.83;1.42
20200101130816;328.1;5.78;3.85;2.01
20200101130817;;;3.83;2.07
20200101130818;;;3.92;2.09
20200101130819;;;3.96;2.16
20200101130820;330.7;5.78;3.95;2.2
20200101130821;;;3.98;2.3
20200101130822;;;3.94;2.37
20200101130823;;;3.95;2.27
20200101130824;331.0;6.15;3.96;2.07
20200101130825;;;3.96;2.08
20200101130826;;;3.99;2.22
20200101130827;;;3.97;2.3
20200101130828;;;3.96;2.29
20200101130829;331.0;5.3;4.07;2.3
20200101130830;;;4.05;2.33
20200101130831;;;4.13;2.37
20200101130832;;;4.03;2.22
20200101130833;332.0;5.63;4.08;2.11
20200101130834;;;4.15;1.82
20200101130835;;;4.02;1.54
20200101130836;;;3.99;1.43
20200101130837;;;3.97;1.62
20200101130838;329.4;5.57;3.99;1.89
20200101130839;;;4.09;2.15
20200101130840;;;4.1;2.54
20200101130841;;;4.21;2.39
20200101130842;331.3;5.44;4.22;2.22
20200101130843;;;4.1;2.01
20200101130844;;;3.99;1.88
20200101130845;;;4.05;2.26
20200101130846;330.5;5.56;4.07;2.47
20200101130847;;;4.08;2.47
20200101130848;;;4.08;2.46
20200101130849;;;4.11;2.5
20200101130850;;;4.07;2.47
20200101130851;329.9;5.53;4.1;2.51
20200101130852;;;4.06;2.5
20200101130853;;;4.09;2.56
20200101130854;;;4.07;2.56
20200101130855;329.2;5.74;4.07;2.64
20200101130856;;;4.09;2.6
20200101130857;;;4.0;2.59
20200101130858;;;4.05;2.68
20200101130859;;;4.04;2.66
20200101130900;329.0;6.01;4.05;2.62
20200101130901;;;4.03;2.59
20200101130902;;;4.06;2.63
20200101130903;;;4.1;2.73
20200101130904;330.6;5.94;4.12;2.77
20200101130905;;;4.05;2.67
20200101130906;;;4.1;2.64
20200101130907;;;4.08;2.65
20200101130908;328.3;5.92;4.09;2.7
20200101130909;;;4.07;2.76
20200101130910;;;4.1;2.83
20200101130911;;;4.08;2.76
20200101130912;;;4.09;2.84
20200101130913;330.1;6.13;4.1;2.81
20200101130914;;;4.05;2.68
20200101130915;;;4.05;2.64
20200101130916;;;4.09;2.72
20200101130917;329.1;5.72;4.14;2.86
20200101130918;;;4.15;2.94
20200101130919;;;4.14;2.86
20200101130920;;;4.12;2.67
20200101130921;;;4.19;2.64
20200101130922;330.9;5.26;4.18;2.79
20200101130923;;;4.19;2.96
20200101130924;;;4.07;2.91
20200101130925;;;4.12;2.8
20200101130926;329.6;5.87;4.11;2.7
20200101130927;;;4.06;2.79
20200101130928;;;4.11;2.83
20200101130929;;;4.15;2.8
20200101130930;329.7;6.09;4.15;2.68
20200101130931;;;4.19;2.7
20200101130932;;;4.28;2.71
20200101130933;;;4.26;2.7
20200101130934;;;4.28;2.76
20200101130935;330.0;5.59;4.29;2.77
20200101130936;;;4.37;2.78
20200101130937;;;4.39;2.8
20200101130938;;;4.32;2.64
20200101130939;329.4;5.43;4.32;2.66
20200101130940;;;4.31;2.65
20200101130941;;;4.26;2.62
20200101130942;;;4.19;2.54
20200101130943;;;4.19;2.54
20200101130944;329.1;5.85;4.24;2.6
20200101130945;;;4.32;2.63
20200101130946;;;4.34;2.63
20200101130947;;;4.34;2.59
20200101130948;328.1;6.26;4.34;2.64
20200101130949;;;4.25;2.59
20200101130950;;;4.3;2.62
20200101130951;;;4.26;2.59
20200101130952;;;4.35;2.72
20200101130953;;;4.34;2.78
20200101130956;;;4.32;2.72
20200101130957;;;4.35;2.83
20200101130958;;;4.36;2.89
20200101130959;;;4.41;2.9
20200101131000;;;4.29;2.81
20200101131001;328.4;6.06;4.34;2.53
20200101131002;;;4.37;2.71
20200101131003;;;4.29;2.66
20200101131004;;;4.43;2.78
20200101131005;;;4.4;2.76
20200101131006;329.5;5.72;4.4;2.76
20200101131007;;;4.37;2.82
20200101131008;;;4.35;2.72
20200101131009;;;4.38;2.77
20200101131010;329.9;5.66;4.25;2.74
20200101131011;;;4.23;2.73
20200101131012;;;4.22;2.73
20200101131013;;;4.24;2.66
20200101131014;329.7;6.01;4.22;2.55
20200101131015;;;4.22;2.53
20200101131016;;;4.28;2.6
20200101131017;;;4.38;2.53
20200101131018;;;4.38;2.38
20200101131019;331.9;5.51;4.31;2.33
20200101131020;;;4.3;2.28
20200101131021;;;4.29;2.19
20200101131022;;;4.33;2.14
20200101131023;330.3;5.67;4.37;2.12
20200101131024;;;4.33;1.95
20200101131025;;;4.27;1.92
20200101131026;;;4.29;1.9
20200101131027;331.3;5.3;4.35;1.9
20200101131028;;;4.38;1.78
20200101131029;;;4.25;1.43
20200101131030;;;4.21;1.53
20200101131031;;;4.22;1.58
20200101131032;329.9;5.85;4.25;1.6
20200101131033;;;4.17;1.56
20200101131034;;;4.14;1.51
20200101131035;;;4.17;1.38
20200101131036;331.5;6.05;4.16;1.19
20200101131037;;;4.12;1.29
20200101131038;;;4.14;1.46
20200101131039;;;4.26;1.26
20200101131040;;;4.16;0.7
20200101131041;332.5;6.5;4.07;0.9
20200101131042;;;4.12;1.09
20200101131043;;;4.09;1.09
20200101131044;;;4.12;1.02
20200101131045;333.9;6.13;4.06;0.79
20200101131046;;;4.05;0.86
20200101131047;;;4.1;0.82
20200101131048;;;4.11;0.81
20200101131049;331.5;6.39;4.11;0.81
20200101131050;;;4.05;1.04
20200101131051;;;4.05;1.68
20200101131052;;;3.94;2.53
20200101131053;;;4.08;2.85
20200101131054;329.9;5.19;4.32;3.09
20200101131055;;;4.27;3.09
20200101131056;;;4.25;3.07
20200101131057;;;4.24;3.02
20200101131058;328.6;6.4;4.26;3.02
20200101131059;;;4.29;3.07
20200101131100;;;4.27;2.96
20200101131101;;;4.26;2.9
20200101131102;;;4.34;3.01
20200101131103;329.1;5.96;4.26;2.96
20200101131104;;;4.27;2.91
20200101131105;;;4.28;2.92
20200101131106;;;4.31;2.95
20200101131107;329.1;5.7;4.34;2.96
20200101131108;;;4.28;2.83
20200101131109;;;4.28;2.8
20200101131110;;;4.32;2.83
20200101131152;;;4.15;2.88
20200101131153;;;4.17;2.85
20200101131154;;;4.21;2.9
20200101131155;328.9;5.94;4.21;2.89
20200101131156;;;4.23;2.93
20200101131157;;;4.19;2.93
20200101131158;;;4.24;2.96
20200101131159;;;4.26;3.02
20200101131200;329.6;5.68;4.26;2.99
20200101131201;;;4.3;3.01
20200101131202;;;4.34;3.03
20200101131203;;;4.33;3.02
20200101131204;328.7;6.01;4.34;3.03
20200101131205;;;4.37;3.02
20200101131206;;;4.4;3.03
20200101131207;;;4.4;3.01
20200101131208;327.7;6.04;4.42;3.08
20200101131209;;;4.4;3.07
20200101131210;;;4.39;3.07
20200101131211;;;4.42;3.08
20200101131212;;;4.33;3.07
20200101131213;328.6;6.12;4.37;3.14
20200101131214;;;4.44;3.16
20200101131215;;;4.41;3.11
20200101131216;;;4.4;3.09
20200101131217;328.7;5.87;4.33;3.06
20200101131218;;;4.35;3.08
20200101131219;;;4.35;3.08
20200101131220;;;4.34;3.09
20200101131221;;;4.36;3.11
20200101131222;328.1;5.81;4.4;3.13
20200101131223;;;4.39;3.12
20200101131224;;;4.36;3.12
20200101131225;;;4.35;3.09
20200101131226;328.4;6.03;4.34;3.1
20200101131227;;;4.36;3.11
20200101131228;;;4.38;3.1
20200101131229;;;4.34;3.07
20200101131230;328.7;6.02;4.39;3.13
20200101131231;;;4.34;3.13
20200101131232;;;4.36;3.16
20200101131233;;;4.3;3.18
20200101131234;;;4.29;3.13
20200101131235;328.7;5.75;4.38;3.18
20200101131236;;;4.35;3.12
20200101131237;;;4.37;3.17
20200101131238;;;4.35;3.15
20200101131239;327.8;6.0;4.35;3.13
20200101131240;;;4.35;3.1
20200101131241;;;4.34;3.1
20200101131242;;;4.35;3.12
20200101131243;;;4.35;3.14
20200101131244;329.2;5.99;4.36;3.14
20200101131245;;;4.38;3.18
20200101131246;;;4.33;3.14
20200101131247;;;4.4;3.14
20200101131248;328.9;6.21;4.31;3.1
20200101131249;;;4.31;3.1
20200101131250;;;4.28;3.11
20200101131251;;;4.34;3.15
20200101131252;329.8;6.05;4.32;3.16
20200101131253;;;4.31;3.17
20200101131254;;;4.32;3.18
20200101131255;;;4.35;3.2
20200101131256;;;4.35;3.11
20200101131257;328.3;6.2;4.32;3.1
20200101131258;;;4.36;3.14
20200101131259;;;4.36;3.12
20200101131300;;;4.34;3.06
20200101131301;328.3;5.68;4.38;3.14
20200101131302;;;4.39;3.17
20200101131303;;;4.39;3.15
20200101131304;;;4.36;3.13
20200101131305;;;4.37;3.16
20200101131306;329.2;5.84;4.4;3.21
20200101131307;;;4.35;3.19
20200101131308;;;4.38;3.2
20200101131309;;;4.37;3.2
20200101131310;327.6;6.16;4.37;3.19
20200101131311;;;4.42;3.21
20200101131312;;;4.4;3.2
20200101131313;;;4.37;3.18
20200101131314;330.3;5.88;4.34;3.14
20200101131315;;;4.32;3.15
20200101131316;;;4.34;3.15
20200101131317;;;4.36;3.16
20200101131318;;;4.35;3.19
20200101131319;329.5;6.0;4.4;3.25
20200101131320;;;4.35;3.21
20200101131321;;;4.31;3.08
20200101131322;;;4.33;3.05
20200101131323;328.7;6.05;4.3;3.04
20200101131324;;;4.29;3.1
20200101131325;;;4.36;3.18
20200101131326;;;4.32;3.14
20200101131327;;;4.35;3.17
20200101131328;329.6;5.98;4.39;3.16
20200101131329;;;4.36;3.14
20200101131330;;;4.37;3.25
20200101131331;;;4.4;3.26
20200101131332;329.6;6.09;4.32;3.23
20200101131333;;;4.32;3.27
20200101131334;;;4.39;3.37
20200101131335;;;4.4;3.36
20200101131336;328.6;6.26;4.33;3.31
20200101131337;;;4.36;3.31
20200101131338;;;4.35;3.24
20200101131339;;;4.31;3.2
20200101131340;;;4.28;3.23
20200101131341;328.4;6.04;4.33;3.34
20200101131342;;;4.31;3.32
20200101131343;;;4.38;3.37
20200101131344;;;4.38;3.31
20200101131345;329.4;5.98;4.34;3.3
20200101131346;;;4.39;3.32
20200101131347;;;4.37;3.3
20200101131348;;;4.35;3.28
20200101131349;;;4.35;3.33
20200101131350;328.7;6.07;4.36;3.35
20200101131351;;;4.33;3.34
20200101131352;;;4.38;3.36
20200101131353;;;4.39;3.35
20200101131354;329.7;5.87;4.36;3.34
20200101131355;;;4.35;3.3
20200101131356;;;4.32;3.32
20200101131357;;;4.29;3.35
20200101131358;329.7;6.07;4.3;3.4
20200101131359;;;4.32;3.39
20200101131400;;;4.32;3.3
20200101131401;;;4.39;3.27
20200101131402;;;4.37;3.28
20200101131403;328.8;5.91;4.42;3.33
20200101131404;;;4.36;3.31
20200101131405;;;4.36;3.24
20200101131406;;;4.43;3.12
20200101131407;328.9;5.88;4.4;2.96
20200101131408;;;4.38;2.96
20200101131409;;;4.38;3.03
20200101131410;;;4.35;3.07
20200101131411;;;4.38;3.08
20200101131412;330.6;6.22;4.38;2.95
20200101131413;;;4.4;2.8
20200101131414;;;4.4;2.77
20200101131415;;;4.36;2.68
20200101131416;329.2;6.07;4.36;2.66
20200101131417;;;4.34;2.65
20200101131418;;;4.29;2.68
20200101131419;;;4.36;2.75
20200101131420;330.2;6.02;4.35;2.66
20200101131421;;;4.29;2.62
20200101131422;;;4.3;2.56
20200101131423;;;4.27;2.5
20200101131424;;;4.29;2.49
20200101131425;328.4;6.58;4.31;2.51
20200101131426;;;4.33;2.52
20200101131427;;;4.35;2.62
20200101131428;;;4.37;2.62
20200101131429;330.9;5.69;4.31;2.59
20200101131430;;;4.34;2.59
20200101131431;;;4.36;2.5
20200101131432;;;4.31;2.47
20200101131433;327.8;5.95;4.31;2.6
20200101131434;;;4.36;2.5
20200101131435;;;4.34;2.51
20200101131436;;;4.33;2.49
20200101131437;;;4.31;2.55
20200101131438;331.6;5.6;4.35;2.65
20200101131439;;;4.39;2.55
20200101131440;;;4.34;2.5
20200101131441;;;4.35;2.41
20200101131442;328.7;6.0;4.33;2.5
20200101131443;;;4.34;2.61
20200101131444;;;4.37;2.68
20200101131445;;;4.4;2.59
20200101131446;;;4.39;2.57
20200101131447;330.6;5.7;4.36;2.68
20200101131448;;;4.41;2.82
20200101131449;;;4.41;2.78
20200101131450;;;4.39;2.74
20200101131451;329.3;6.03;4.34;2.76
20200101131452;;;4.33;2.74
20200101131453;;;4.39;2.73
20200101131454;;;4.33;2.72
20200101131455;330.8;6.03;4.33;2.83
20200101131456;;;4.4;2.84
20200101131457;;;4.36;2.74
20200101131458;;;4.35;2.78
20200101131459;;;4.38;2.8
20200101131500;329.8;5.76;4.34;2.78
20200101131501;;;4.34;2.82
20200101131502;;;4.44;2.81
20200101131503;;;4.35;2.71
20200101131504;329.8;5.91;4.34;2.84
20200101131505;;;4.4;2.88
20200101131506;;;4.37;2.8
20200101131507;;;4.33;2.8
20200101131508;;;4.32;2.86
20200101131509;329.0;6.29;4.34;2.98
20200101131510;;;4.4;2.89
20200101131511;;;4.28;2.72
20200101131512;;;4.3;2.77
